,index,0
1256,maybe,2
1257,outlive,2
1258,phone,2
1259,disabilitiesoften,2
1260,nationsand,2
1261,sikh,2
1262,violated,2
1263,exit,2
1264,100no,2
1265,prop187,2
1266,lying,2
1267,reduce,2
1268,invoke,2
1269,spellcheck,2
1270,lori,2
1271,bandaid,2
1272,beings,2
1273,thrilled,2
1274,mendez,2
1275,democracypictwittercomwkvy9j1bbz,2
1276,mobilize,2
1277,criminalize,2
1278,cancerand,2
1279,countryblack,2
1280,400,2
1281,pirates,2
1282,services,2
1283,14yearold,2
1284,angeles,2
1285,bullying,2
1286,nursing,2
1287,consider,2
1288,solitary,2
1289,58,2
1290,schedules,2
1291,learn,2
1292,agents,2
1293,justiceshaping,2
1294,classrooms,2
1295,remember,2
1296,warm,2
1297,stronger,2
1298,stress,2
1299,ethnicities,2
1300,jefferson,2
1301,king,2
1302,oil,2
1303,board,2
1304,street,2
1305,person,2
1306,old,2
1307,fee,2
1308,gratitude,2
1309,paraphrase,2
1310,charging,2
1311,ifill,2
1312,tragic,2
1313,300000,2
1314,carry,2
1315,hand,2
1316,californians,2
1317,minds,2
1318,draconian,2
1319,happens,2
1320,plants,2
1321,paving,2
1322,wilson,2
1323,filipinoamericans,2
1324,hispanicheritagemonthpictwittercomtcrer3mj14,2
1325,hispanicheritagemonthpictwittercom3nnof8gicn,2
1326,banned,2
1327,front,2
1328,development,2
1329,requires,2
1330,confessionby,2
1331,joshua,2
1332,taxpayerfunded,2
1333,cofounder,2
1334,pictwittercomuwpavdbsgf,2
1335,industry,2
1336,disasters,2
1337,representation,2
1338,actor,2
1339,protecting,2
1340,crew,2
1341,fishing,2
1342,players,2
1343,clemente,2
1344,scholar,2
1345,shutting,2
1346,pain,2
1347,appeals,2
1348,finding,2
1349,generations,2
1350,coast,2
1351,folks,2
1352,undermines,2
1353,policies,2
1354,strength,2
1355,missed,2
1356,hispanicheritagemonthpictwittercomekgictuvnw,2
1357,changing,2
1358,theater,2
1359,heights,2
1360,orlando,2
1361,firstgrade,2
1362,vp,2
1363,meenapictwittercomj82ubushjm,2
1364,humanitarian,2
1365,onethe,2
1366,wouldnt,2
1367,motors,2
1368,trying,2
1369,hatred,2
1370,screening,2
1371,weeks,2
1372,pac,2
1373,bravery,2
1374,reminded,2
1375,90,2
1376,drinking,2
1377,boy,2
1378,immigrants,2
1379,columbine,2
1380,acting,2
1381,hampshire,2
1382,drowns,2
1383,incest,2
1384,relationship,2
1385,timepictwittercomsbmelamsr1,2
1386,fairness,2
1387,forget,2
1388,town,2
1389,lawyer,2
1390,whove,2
1391,stands,2
1392,fairly,2
1393,leaves,2
1394,comply,2
1395,enrich,2
1396,flynn,2
1397,fires,2
1398,descent,2
1399,blackowned,2
1400,bailwhile,2
1401,nationalperiodday,2
1402,damage,2
1403,fails,2
1404,midnight,2
1405,papadopoulos,2
1406,sleeves,2
1407,publicly,2
1408,scheduling,2
1409,sky,2
1410,attacked,2
1411,hispanicheritagemonthpictwittercomhozrbry1sq,2
1412,reaffirming,2
1413,successful,2
1414,shut,2
1415,doctors,2
1416,winds,2
1417,openly,2
1418,geoconda,2
1419,nanakji,2
1420,region,2
1421,comanagement,2
1422,implement,2
1423,racial,2
1424,couples,2
1425,tolerate,2
1426,facebooks,2
1427,cisneros,2
1428,results,2
1429,bend,2
1430,anything,2
1431,antidiscrimination,2
1432,clara,2
1433,homestead,2
1434,harrington,2
1435,comprehensive,2
1436,wait,2
1437,bombed,2
1438,identify,2
1439,memos,2
1440,officer,2
1441,problems,2
1442,nativeamericanheritagemonthpictwittercomuzpnpl6tb3,2
1443,birth,2
1444,treaties,2
1445,atatiana,2
1446,devastate,2
1447,elderly,2
1448,nativeamericanheritagemonthpictwittercom7lhvvzfwzq,2
1449,obstructing,2
1450,anne,2
1451,core,2
1452,roxsana,2
1453,beginning,2
1454,run,2
1455,salsa,2
1456,speech,2
1457,father,2
1458,potentialperiod,2
1459,teens,2
1460,prevailed,2
1461,goodbye,2
1462,asian,2
1463,strongest,2
1464,paso,2
1465,destabilizing,2
1466,puts,2
1467,actress,2
1468,mitch,2
1469,francisco,2
1470,heretobuild,2
1471,consciousness,2
1472,stem,2
1473,lines,2
1474,star,2
